Date,Time,Name,Location,City,St,Zip,Latitude,Longitude,Distance,Speed,Heading,Flags
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:19:27 PM EST,-,R_03,Belle Glade,FL ,33430,26.544054,-80.734856,0.0,0,NE (59°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:20:27 PM EST,-,R_03,Belle Glade,FL ,33430,26.544054,-80.734848,0.0,0,NE (59°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:21:27 PM EST,-,R_03,Belle Glade,FL ,33430,26.544054,-80.734848,0.0,0,NE (59°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:21:30 PM EST,-,R_03,Belle Glade,FL ,33430,26.544054,-80.734848,0.0,0,NE (59°),G----I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:29:21 PM EST,-,R_03,Belle Glade,FL ,33430,26.544176,-80.735024,0.0,0,NW (317°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:30:21 PM EST,-,R_03,Belle Glade,FL ,33430,26.546214,-80.735200,0.1,8,N (0°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:31:21 PM EST,-,R_03,Belle Glade,FL ,33430,26.548602,-80.735240,0.2,9,N (0°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:32:21 PM EST,-,R_03,Belle Glade,FL ,33430,26.550876,-80.735280,0.2,9,N (0°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:33:21 PM EST,-,Willard Smith Rd,Belle Glade,FL ,33430,26.551464,-80.732432,0.2,13,E (90°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:34:21 PM EST,-,Willard Smith Rd,Belle Glade,FL ,33430,26.551478,-80.726664,0.4,21,E (89°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:35:21 PM EST,-,Willard Smith Rd,Belle Glade,FL ,33430,26.551494,-80.720608,0.4,22,E (89°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:36:21 PM EST,-,Willard Smith Rd,Belle Glade,FL ,33430,26.551538,-80.714024,0.4,24,E (87°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:37:21 PM EST,-,HM_03_STOP,Belle Glade,FL ,33430,26.551568,-80.708448,0.4,20,E (88°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:38:21 PM EST,-,HM_03_STOP,Belle Glade,FL ,33430,26.551950,-80.706624,0.1,12,NE (64°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:39:21 PM EST,-,Us-27s,Belle Glade,FL ,33430,26.548788,-80.703928,0.3,24,SE (144°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:40:21 PM EST,-,Us-27s,Belle Glade,FL ,33430,26.535730,-80.693736,1.1,65,SE (145°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:41:21 PM EST,-,Us-27s,Belle Glade,FL ,33430,26.522686,-80.683520,1.1,66,SE (144°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:42:21 PM EST,-,11715 Us-27s,Belle Glade,FL ,33430,26.509630,-80.673400,1.1,65,SE (144°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:43:21 PM EST,-,Us-27s,Belle Glade,FL ,33430,26.497458,-80.663944,1.0,61,SE (144°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:44:21 PM EST,-,13723 Us-27s,Belle Glade,FL ,33430,26.484930,-80.654200,1.1,63,SE (145°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:45:21 PM EST,-,12201 Us-27s,Belle Glade,FL ,33430,26.473180,-80.645096,1.0,59,SE (145°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:46:21 PM EST,-,Us-27s,Belle Glade,FL ,33430,26.461370,-80.635920,1.0,59,SE (144°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:47:21 PM EST,-,Us-27s,Belle Glade,FL ,33430,26.449950,-80.627096,1.0,57,SE (145°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:48:21 PM EST,-,Us-27s,Belle Glade,FL ,33430,26.437756,-80.617648,1.0,61,SE (145°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:49:21 PM EST,-,17503 Us-27s,Belle Glade,FL ,33430,26.424926,-80.607688,1.1,64,SE (144°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:50:21 PM EST,-,Us-27s,Belle Glade,FL ,33430,26.412624,-80.598136,1.0,61,SE (145°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:51:21 PM EST,-,Us-27s,Belle Glade,FL ,33430,26.400266,-80.588584,1.1,62,SE (145°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:52:21 PM EST,-,Us-27s,Belle Glade,FL ,33430,26.387782,-80.578920,1.0,62,SE (145°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:53:21 PM EST,-,Us-27s,Belle Glade,FL ,33430,26.374986,-80.569040,1.1,64,SE (145°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:54:21 PM EST,-,Us-27s,Belle Glade,FL ,33430,26.362270,-80.559232,1.1,63,SE (145°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:55:21 PM EST,-,Us-27s,Belle Glade,FL ,33430,26.350168,-80.549888,1.0,60,SE (144°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:56:21 PM EST,-,21929 Us-27s,Belle Glade,FL ,33430,26.337742,-80.540288,1.0,62,SE (145°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:57:21 PM EST,-,Us-27s,Fort Lauderdale,FL ,33327,26.325124,-80.530496,1.1,63,SE (145°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:58:21 PM EST,-,Us-27s,Fort Lauderdale,FL ,33327,26.311088,-80.519712,1.2,70,SE (145°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:59:21 PM EST,-,Us-27s,Fort Lauderdale,FL ,33327,26.297102,-80.508920,1.2,70,SE (145°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:00:21 PM EST,-,Us-27s,Fort Lauderdale,FL ,33327,26.283364,-80.498312,1.2,69,SE (145°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:01:21 PM EST,-,Us-27s,Fort Lauderdale,FL ,33327,26.269530,-80.487616,1.2,69,SE (145°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:02:21 PM EST,-,Us-27s,Fort Lauderdale,FL ,33327,26.255528,-80.476776,1.2,70,SE (145°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:03:21 PM EST,-,1087 Us-27s,Fort Lauderdale,FL ,33327,26.242176,-80.466416,1.1,67,SE (145°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:04:21 PM EST,-,1071 Us-27s,Fort Lauderdale,FL ,33327,26.228398,-80.460320,1.0,62,S (168°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:05:21 PM EST,-,1051 Us-27s,Fort Lauderdale,FL ,33327,26.212846,-80.456880,1.1,65,S (168°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:06:21 PM EST,-,1031 Us-27s,Fort Lauderdale,FL ,33327,26.196846,-80.453416,1.2,67,S (169°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:07:21 PM EST,-,1017 Us-27s,Fort Lauderdale,FL ,33327,26.181240,-80.450096,1.1,65,S (168°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:08:21 PM EST,-,1005 Us-27s,Fort Lauderdale,FL ,33327,26.166112,-80.446712,1.1,63,S (168°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:09:21 PM EST,-,Unknown,Fort Lauderdale,FL ,33327,26.151612,-80.443648,1.0,60,S (172°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:10:21 PM EST,-,Unknown,Weston,FL ,33327,26.143680,-80.438344,0.9,52,E (96°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:11:21 PM EST,-,I-75s,Weston,FL ,33327,26.140200,-80.421328,1.1,64,E (104°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:12:21 PM EST,-,I-75s,Weston,FL ,33327,26.136274,-80.404952,1.1,63,E (105°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:13:21 PM EST,-,I-75s,Weston,FL ,33326,26.131886,-80.386896,1.2,69,E (104°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:14:21 PM EST,-,I-75s,Sunrise,FL ,33326,26.127458,-80.368736,1.2,70,E (105°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:15:21 PM EST,-,Unknown,Sunrise,FL ,33325,26.120890,-80.352384,1.1,66,SE (115°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:16:21 PM EST,-,I-595e,Sunrise,FL ,33325,26.118460,-80.334736,1.1,67,E (94°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:17:21 PM EST,-,I-595e,Davie,FL ,33325,26.115130,-80.316920,1.2,68,E (104°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:18:21 PM EST,-,I-595e,Davie,FL ,33325,26.110830,-80.298952,1.2,69,E (104°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:19:21 PM EST,-,Exit 5&6,Davie,FL ,33324,26.106532,-80.281208,1.2,68,E (105°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:20:21 PM EST,-,I-595e,Davie,FL ,33324,26.102086,-80.263056,1.2,70,E (105°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:21:21 PM EST,-,I-595e,Davie,FL ,33317,26.097490,-80.245000,1.2,70,E (100°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:22:21 PM EST,-,I-595e,Davie,FL ,33317,26.093186,-80.226944,1.2,69,E (105°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:23:21 PM EST,-,Sr-84e,Davie,FL ,33314,26.088332,-80.209560,1.1,68,SE (118°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:24:21 PM EST,-,I-595e,Davie,FL ,33312,26.083744,-80.193048,1.1,65,E (88°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:25:21 PM EST,-,I-595e,Dania Beach,FL ,33312,26.082984,-80.177272,1.0,59,E (98°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:26:21 PM EST,-,I-595e,Fort Lauderdale,FL ,33315,26.081258,-80.160584,1.0,62,E (92°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:27:21 PM EST,-,I-595e,Fort Lauderdale,FL ,33315,26.081278,-80.144912,1.0,58,E (89°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:28:21 PM EST,-,Unknown,Dania Beach,FL ,33004,26.076650,-80.134144,0.8,50,S (171°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:29:21 PM EST,-,1202 N Federal Hwy,Dania Beach,FL ,33004,26.066422,-80.139400,0.8,51,SW (223°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:30:27 PM EST,-,Unknown,Dania Beach,FL ,33004,26.063652,-80.142344,0.3,15,SW (216°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:31:27 PM EST,-,539 N Federal Hwy,Dania Beach,FL ,33004,26.060120,-80.143984,0.3,24,S (185°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:32:27 PM EST,-,199 N Federal Hwy,Dania Beach,FL ,33004,26.055844,-80.143832,0.3,17,S (177°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:33:27 PM EST,-,34 S Federal Hwy,Dania Beach,FL ,33004,26.050920,-80.143672,0.3,20,S (178°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:34:27 PM EST,-,252 S Federal Hwy,Dania Beach,FL ,33004,26.046752,-80.143560,0.3,17,S (178°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:35:27 PM EST,-,1030 S Federal Hwy,Dania Beach,FL ,33004,26.038524,-80.143400,0.6,33,S (179°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:36:27 PM EST,-,2104 N Federal Hwy,Hollywood,FL ,33020,26.030588,-80.143344,0.5,32,S (180°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:37:27 PM EST,-,1712 Taft St,Hollywood,FL ,33020,26.026302,-80.141816,0.4,23,E (88°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:38:27 PM EST,-,1503 Taft St,Hollywood,FL ,33020,26.026420,-80.136248,0.4,20,E (86°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:39:27 PM EST,-,Taft Street Water Treatment,Hollywood,FL ,33019,26.026414,-80.134488,0.1,6,E (89°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:40:27 PM EST,-,Taft Street Water Treatment,Hollywood,FL ,33019,26.025740,-80.134128,0.1,5,S (178°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:41:27 PM EST,-,Taft Street Water Treatment,Hollywood,FL ,33019,26.025740,-80.134120,0.0,0,S (178°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:42:27 PM EST,-,R_05,Hollywood,FL ,33019,26.024944,-80.133744,0.1,5,E (91°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:43:27 PM EST,-,R_05,Hollywood,FL ,33019,26.023718,-80.133736,0.1,6,E (112°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:44:27 PM EST,-,R_05,Hollywood,FL ,33019,26.024118,-80.133336,0.1,2,N (3°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:45:27 PM EST,-,R_05,Hollywood,FL ,33019,26.024116,-80.133336,0.0,0,N (3°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:46:27 PM EST,-,R_05,Hollywood,FL ,33019,26.024118,-80.133336,0.0,0,N (3°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:47:02 PM EST,-,R_05,Hollywood,FL ,33019,26.024118,-80.133328,0.0,0,N (3°),G----I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:48:43 PM EST,-,R_05,Hollywood,FL ,33019,26.024314,-80.133496,0.0,1,SW (210°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:49:43 PM EST,-,R_05,Hollywood,FL ,33019,26.024126,-80.134152,0.0,3,W (268°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:50:43 PM EST,-,R_05,Hollywood,FL ,33019,26.024126,-80.134144,0.0,0,W (268°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:51:43 PM EST,-,R_05,Hollywood,FL ,33019,26.024126,-80.134144,0.0,0,W (268°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:52:07 PM EST,-,R_05,Hollywood,FL ,33019,26.024126,-80.134144,0.0,0,W (268°),G----I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:57:06 PM EST,-,R_05,Hollywood,FL ,33019,26.024194,-80.134360,0.0,0,W (288°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:58:06 PM EST,-,R_05,Hollywood,FL ,33019,26.023970,-80.133408,0.2,7,N (3°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:58:07 PM EST,-,R_05,Hollywood,FL ,33019,26.023970,-80.133408,0.0,0,N (3°),G-------
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,7:07:02 AM EST,-,R_05,Hollywood,FL ,33019,26.023940,-80.133392,0.0,0,N (0°),G-------
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,7:08:54 AM EST,-,R_05,Hollywood,FL ,33019,26.023940,-80.133368,0.0,0,N (0°),G----I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,7:26:14 AM EST,-,R_05,Hollywood,FL ,33019,26.023818,-80.133568,0.0,0,W (254°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,7:27:14 AM EST,-,R_05,Hollywood,FL ,33019,26.023880,-80.133944,0.0,2,N (354°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,7:28:14 AM EST,-,R_05,Hollywood,FL ,33019,26.023876,-80.133952,0.0,0,N (354°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,7:29:14 AM EST,-,R_05,Hollywood,FL ,33019,26.023870,-80.133952,0.0,0,N (354°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,7:29:26 AM EST,-,R_05,Hollywood,FL ,33019,26.023870,-80.133952,0.0,0,N (354°),G----I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,7:37:12 AM EST,-,R_05,Hollywood,FL ,33019,26.023748,-80.133568,0.0,0,E (95°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,7:38:12 AM EST,-,R_05,Hollywood,FL ,33019,26.024152,-80.133296,0.0,3,N (2°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,7:39:12 AM EST,-,R_05,Hollywood,FL ,33019,26.024156,-80.133296,0.0,0,N (2°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,7:40:12 AM EST,-,R_05,Hollywood,FL ,33019,26.024154,-80.133304,0.0,0,N (2°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,7:41:12 AM EST,-,R_05,Hollywood,FL ,33020,26.024590,-80.134176,0.1,4,W (279°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,7:42:12 AM EST,-,R_05,Hollywood,FL ,33020,26.024580,-80.134176,0.0,0,S (180°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,7:43:12 AM EST,-,R_05,Hollywood,FL ,33020,26.024586,-80.134184,0.0,0,S (180°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,7:43:59 AM EST,-,R_05,Hollywood,FL ,33020,26.024590,-80.134184,0.0,0,S (180°),G----I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,7:48:44 AM EST,-,R_05,Hollywood,FL ,33020,26.024596,-80.134432,0.0,1,W (267°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,7:49:44 AM EST,-,Taft Street Water Treatment,Hollywood,FL ,33019,26.026012,-80.134056,0.2,8,N (6°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,7:50:44 AM EST,-,Taft Street Water Treatment,Hollywood,FL ,33020,26.026484,-80.135216,0.1,5,W (270°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,7:51:44 AM EST,-,1597 Taft St,Hollywood,FL ,33020,26.026418,-80.138944,0.2,13,W (270°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,7:52:44 AM EST,-,1769 Taft St,Hollywood,FL ,33020,26.026346,-80.143000,0.3,15,W (278°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,7:53:44 AM EST,-,1709 N Federal Hwy,Hollywood,FL ,33020,26.026416,-80.143216,0.0,3,N (354°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,7:54:44 AM EST,-,2213 N Federal Hwy,Hollywood,FL ,33020,26.031548,-80.143184,0.4,21,N (0°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,7:55:44 AM EST,-,2443 N Federal Hwy,Hollywood,FL ,33020,26.033050,-80.143208,0.1,12,N (0°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,7:56:44 AM EST,-,1051 S Federal Hwy,Dania Beach,FL ,33004,26.038132,-80.143240,0.4,23,N (359°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,7:57:44 AM EST,-,301 S Federal Hwy,Dania Beach,FL ,33004,26.045856,-80.143384,0.5,31,N (0°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,7:58:44 AM EST,-,211 S Federal Hwy,Dania Beach,FL ,33004,26.048254,-80.143456,0.2,12,N (5°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,7:59:44 AM EST,-,45 S Federal Hwy,Dania Beach,FL ,33004,26.050936,-80.143536,0.2,16,N (359°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,8:00:44 AM EST,-,304 N Federal Hwy,Dania Beach,FL ,33004,26.058300,-80.143752,0.5,30,N (359°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,8:01:44 AM EST,-,1153 N Federal Hwy,Dania Beach,FL ,33004,26.065454,-80.139944,0.6,34,NE (49°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,8:02:53 AM EST,-,Unknown,Dania Beach,FL ,33004,26.076210,-80.132152,0.9,47,N (17°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,8:03:53 AM EST,-,I-595w,Fort Lauderdale,FL ,33315,26.081540,-80.143408,1.0,61,W (270°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,8:04:53 AM EST,-,I-595w,Fort Lauderdale,FL ,33315,26.081606,-80.161960,1.2,69,W (274°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,8:05:53 AM EST,-,I-595w,Dania Beach,FL ,33312,26.083534,-80.179024,1.1,63,W (279°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,8:06:53 AM EST,-,I-595w,Davie,FL ,33312,26.084032,-80.194520,1.0,58,W (270°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,8:07:53 AM EST,-,Sr-84w,Davie,FL ,33314,26.089188,-80.210616,1.1,64,NW (295°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,8:08:53 AM EST,-,I-595w,Davie,FL ,33317,26.093552,-80.226840,1.1,63,W (285°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,8:09:53 AM EST,-,I-595w,Davie,FL ,33317,26.097828,-80.244584,1.2,68,W (284°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,8:10:53 AM EST,-,I-595w,Davie,FL ,33324,26.102252,-80.262320,1.1,68,W (285°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,8:11:53 AM EST,-,I-595w,Davie,FL ,33324,26.106524,-80.279768,1.1,67,W (285°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,8:12:53 AM EST,-,I-595w,Davie,FL ,33324,26.110680,-80.296856,1.1,65,W (286°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,8:13:53 AM EST,-,I-595w,Davie,FL ,33325,26.114824,-80.313736,1.1,65,W (285°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,8:14:53 AM EST,-,I-595w,Davie,FL ,33325,26.118420,-80.329640,1.0,61,W (281°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,8:15:53 AM EST,-,Unknown,Sunrise,FL ,33325,26.120942,-80.347088,1.1,65,W (288°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,8:16:53 AM EST,-,I-75n,Sunrise,FL ,33326,26.126412,-80.363328,1.1,64,W (290°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,8:17:53 AM EST,-,I-75n,Weston,FL ,33326,26.130648,-80.380264,1.1,65,W (286°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,8:18:53 AM EST,-,I-75n,Weston,FL ,33326,26.134672,-80.397056,1.1,64,W (286°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,8:19:53 AM EST,-,I-75n,Weston,FL ,33327,26.138772,-80.413952,1.1,65,W (286°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,8:20:53 AM EST,-,Sr-84w,Weston,FL ,33327,26.142690,-80.430072,1.0,62,W (285°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,8:21:53 AM EST,-,Us-27n,Fort Lauderdale,FL ,33327,26.148090,-80.442456,0.9,54,N (349°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,8:22:53 AM EST,-,1002 Us-27n,Fort Lauderdale,FL ,33327,26.163036,-80.445672,1.1,62,N (349°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,8:23:53 AM EST,-,1012 Us-27n,Fort Lauderdale,FL ,33327,26.178898,-80.449208,1.1,66,N (349°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,8:24:53 AM EST,-,1028 Us-27n,Fort Lauderdale,FL ,33327,26.193378,-80.452344,1.0,60,N (350°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,8:25:53 AM EST,-,1046 Us-27n,Fort Lauderdale,FL ,33327,26.210026,-80.455888,1.2,69,N (349°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,8:26:53 AM EST,-,1066 Us-27n,Fort Lauderdale,FL ,33327,26.226210,-80.459456,1.1,68,N (350°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,8:27:53 AM EST,-,1084 Us-27n,Fort Lauderdale,FL ,33327,26.240624,-80.464800,1.1,63,NW (326°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,8:28:53 AM EST,-,Us-27n,Fort Lauderdale,FL ,33327,26.253366,-80.474664,1.1,64,NW (326°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,8:29:53 AM EST,-,Us-27n,Fort Lauderdale,FL ,33327,26.266080,-80.484528,1.1,64,NW (326°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,8:30:53 AM EST,-,Us-27n,Fort Lauderdale,FL ,33327,26.279038,-80.494512,1.1,65,NW (326°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,8:31:53 AM EST,-,Us-27n,Fort Lauderdale,FL ,33327,26.291782,-80.504344,1.1,64,NW (326°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,8:32:53 AM EST,-,Us-27n,Fort Lauderdale,FL ,33327,26.304544,-80.514176,1.1,64,NW (326°),G--M-I--
3/2/2016 12:00 AM to 3/3/2016 12:00 AM,8:33:53 AM EST,-,Us-27n,Fort Lauderdale,FL ,33327,26.317276,-80.524024,1.1,64,NW (326°),G--M-I--
