Date,Time,Name,Location,City,St,Zip,Latitude,Longitude,Distance,Speed,Heading,Flags
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,6:15:09 AM EST,-,R_05,Hollywood,FL ,33019,26.024026,-80.133256,0.0,0,N (0°),G-------
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,6:15:57 AM EST,-,R_05,Hollywood,FL ,33019,26.024056,-80.133304,0.0,0,N (0°),G----I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,6:32:02 AM EST,-,R_05,Hollywood,FL ,33019,26.023956,-80.133328,0.0,0,N (0°),G-------
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,6:33:41 AM EST,-,R_05,Hollywood,FL ,33019,26.023956,-80.133328,0.0,0,N (0°),G----I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,6:43:47 AM EST,-,R_05,Hollywood,FL ,33019,26.023946,-80.133344,0.0,0,N (0°),G-------
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,6:44:09 AM EST,-,R_05,Hollywood,FL ,33019,26.023946,-80.133344,0.0,0,N (0°),G----I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,6:48:21 AM EST,-,R_05,Hollywood,FL ,33019,26.023880,-80.133536,0.0,0,W (255°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,6:49:21 AM EST,-,R_05,Hollywood,FL ,33019,26.023830,-80.133632,0.0,1,N (352°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,6:50:21 AM EST,-,R_05,Hollywood,FL ,33019,26.023828,-80.133632,0.0,0,N (352°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,6:51:21 AM EST,-,R_05,Hollywood,FL ,33019,26.023826,-80.133632,0.0,0,N (352°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,6:51:23 AM EST,-,R_05,Hollywood,FL ,33019,26.023826,-80.133632,0.0,0,N (352°),G----I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,6:59:37 AM EST,-,R_05,Hollywood,FL ,33019,26.023732,-80.133456,0.0,1,E (97°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:00:37 AM EST,-,R_05,Hollywood,FL ,33019,26.024146,-80.133320,0.0,3,N (6°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:01:37 AM EST,-,R_05,Hollywood,FL ,33019,26.024144,-80.133320,0.0,0,N (6°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:02:37 AM EST,-,R_05,Hollywood,FL ,33019,26.024142,-80.133320,0.0,0,N (6°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:02:56 AM EST,-,R_05,Hollywood,FL ,33019,26.024142,-80.133320,0.0,0,N (6°),G----I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:04:04 AM EST,-,R_05,Hollywood,FL ,33019,26.024440,-80.133440,0.0,3,NW (335°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:05:04 AM EST,-,R_05,Hollywood,FL ,33020,26.024560,-80.134208,0.1,4,W (272°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:06:04 AM EST,-,R_05,Hollywood,FL ,33020,26.024562,-80.134216,0.0,0,W (272°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:07:04 AM EST,-,R_05,Hollywood,FL ,33020,26.024564,-80.134216,0.0,0,W (272°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:07:27 AM EST,-,R_05,Hollywood,FL ,33020,26.024562,-80.134208,0.0,0,W (272°),G----I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:10:58 AM EST,-,R_05,Hollywood,FL ,33020,26.024566,-80.134344,0.0,1,W (269°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:11:58 AM EST,-,Taft Street Water Treatment,Hollywood,FL ,33019,26.025812,-80.134096,0.1,8,N (4°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:12:58 AM EST,-,Taft Street Water Treatment,Hollywood,FL ,33019,26.026480,-80.134992,0.1,6,W (271°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:13:58 AM EST,-,1553 Taft St,Hollywood,FL ,33020,26.026424,-80.137672,0.2,9,W (269°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:14:58 AM EST,-,1785 Taft St,Hollywood,FL ,33020,26.026336,-80.143120,0.3,20,W (271°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:15:58 AM EST,-,1903 N Federal Hwy,Hollywood,FL ,33020,26.028202,-80.143168,0.2,9,N (0°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:16:58 AM EST,-,2241 N Federal Hwy,Hollywood,FL ,33020,26.031906,-80.143200,0.3,15,N (359°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:17:58 AM EST,-,2465 N Federal Hwy,Hollywood,FL ,33020,26.033292,-80.143192,0.1,9,N (0°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:18:58 AM EST,-,1302 S Federal Hwy,Dania Beach,FL ,33004,26.036116,-80.143224,0.2,18,N (0°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:19:58 AM EST,-,509 S Federal Hwy,Dania Beach,FL ,33004,26.042966,-80.143296,0.5,28,N (0°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:20:58 AM EST,-,239 S Federal Hwy,Dania Beach,FL ,33004,26.047580,-80.143432,0.3,19,N (359°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:21:58 AM EST,-,135 S Federal Hwy,Dania Beach,FL ,33004,26.049118,-80.143472,0.1,8,N (359°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:22:58 AM EST,-,8 N Federal Hwy,Dania Beach,FL ,33004,26.052738,-80.143592,0.3,14,N (358°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:23:58 AM EST,-,492 N Federal Hwy,Dania Beach,FL ,33004,26.060320,-80.143768,0.5,31,N (5°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:25:55 AM EST,-,Unknown,Dania Beach,FL ,33004,26.076052,-80.132176,1.3,42,N (17°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:26:55 AM EST,-,I-595w,Fort Lauderdale,FL ,33315,26.081410,-80.139600,0.8,47,W (277°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:27:55 AM EST,-,I-595w,Fort Lauderdale,FL ,33315,26.081456,-80.154976,1.0,57,W (270°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:28:55 AM EST,-,I-595w,Dania Beach,FL ,33312,26.082594,-80.171176,1.0,60,W (278°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:29:55 AM EST,-,I-595w,Davie,FL ,33312,26.084122,-80.186448,1.0,57,W (270°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:30:55 AM EST,-,I-595w,Davie,FL ,33312,26.085188,-80.202320,1.0,59,W (292°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:31:55 AM EST,-,Sr-84w,Davie,FL ,33317,26.091488,-80.218136,1.1,64,W (288°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:32:55 AM EST,-,I-595w,Davie,FL ,33317,26.095268,-80.233784,1.0,60,W (286°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:33:55 AM EST,-,I-595w,Davie,FL ,33324,26.099124,-80.251160,1.1,66,W (286°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:34:55 AM EST,-,I-595w,Davie,FL ,33324,26.103732,-80.268240,1.2,66,W (286°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:35:55 AM EST,-,Exit 2&3,Davie,FL ,33324,26.108118,-80.286064,1.1,68,W (286°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:36:55 AM EST,-,I-595w,Davie,FL ,33325,26.112374,-80.303760,1.1,68,W (285°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:37:55 AM EST,-,I-595w,Davie,FL ,33325,26.116728,-80.321488,1.2,68,W (284°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:38:55 AM EST,-,Unknown,Sunrise,FL ,33325,26.119490,-80.338904,1.1,66,W (276°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:39:55 AM EST,-,Unknown,Sunrise,FL ,33325,26.124166,-80.356720,1.2,69,NW (293°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:40:55 AM EST,-,I-75n,Weston,FL ,33326,26.129238,-80.374424,1.2,69,W (286°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:41:55 AM EST,-,I-75n,Weston,FL ,33326,26.133530,-80.392296,1.1,68,W (286°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:42:55 AM EST,-,I-75n,Weston,FL ,33327,26.137818,-80.410080,1.2,68,W (285°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:43:55 AM EST,-,Sr-84w,Weston,FL ,33327,26.142038,-80.427328,1.1,66,W (286°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:44:55 AM EST,-,Unknown,Fort Lauderdale,FL ,33327,26.145912,-80.441544,0.9,55,NW (310°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:45:55 AM EST,-,1000 Us-27n,Fort Lauderdale,FL ,33327,26.159080,-80.444824,1.0,56,N (350°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:46:55 AM EST,-,1006 Us-27n,Fort Lauderdale,FL ,33327,26.174670,-80.448248,1.1,65,N (348°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:47:55 AM EST,-,1022 Us-27n,Fort Lauderdale,FL ,33327,26.190226,-80.451656,1.1,65,N (350°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:48:55 AM EST,-,1042 Us-27n,Fort Lauderdale,FL ,33327,26.205806,-80.454968,1.1,65,N (349°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:49:55 AM EST,-,1060 Us-27n,Fort Lauderdale,FL ,33327,26.221350,-80.458392,1.1,65,N (349°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:50:55 AM EST,-,1080 Us-27n,Fort Lauderdale,FL ,33327,26.236884,-80.462064,1.1,65,NW (336°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:51:55 AM EST,-,1098 Us-27n,Fort Lauderdale,FL ,33327,26.249966,-80.472032,1.1,65,NW (326°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:52:55 AM EST,-,Us-27n,Fort Lauderdale,FL ,33327,26.262968,-80.482096,1.1,65,NW (326°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:53:55 AM EST,-,Us-27n,Fort Lauderdale,FL ,33327,26.275976,-80.492200,1.1,65,NW (326°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:54:55 AM EST,-,Us-27n,Fort Lauderdale,FL ,33327,26.288848,-80.502080,1.1,64,NW (326°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:55:55 AM EST,-,Us-27n,Fort Lauderdale,FL ,33327,26.301094,-80.511592,1.1,61,NW (326°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:56:55 AM EST,-,Us-27n,Fort Lauderdale,FL ,33327,26.315114,-80.522352,1.2,70,NW (326°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:57:55 AM EST,-,Us-27n,Fort Lauderdale,FL ,33327,26.328996,-80.533064,1.2,69,NW (326°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:58:55 AM EST,-,Us-27n,Belle Glade,FL ,33430,26.342786,-80.543752,1.2,69,NW (327°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,7:59:55 AM EST,-,Us-27n,Belle Glade,FL ,33430,26.355870,-80.553840,1.1,65,NW (326°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:00:55 AM EST,-,Us-27n,Belle Glade,FL ,33430,26.368612,-80.563664,1.1,64,NW (326°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:01:55 AM EST,-,19978 Us-27n,Belle Glade,FL ,33430,26.381776,-80.573832,1.1,66,NW (326°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:02:55 AM EST,-,Us-27n,Belle Glade,FL ,33430,26.395252,-80.584248,1.2,67,NW (326°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:03:55 AM EST,-,Us-27n,Belle Glade,FL ,33430,26.408494,-80.594480,1.1,66,NW (326°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:04:55 AM EST,-,17548 Us-27n,Belle Glade,FL ,33430,26.421534,-80.604592,1.1,65,NW (326°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:05:55 AM EST,-,16008 Us-27n,Belle Glade,FL ,33430,26.434866,-80.614976,1.1,67,NW (325°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:06:55 AM EST,-,Us-27n,Belle Glade,FL ,33430,26.447606,-80.624848,1.1,64,NW (326°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:07:55 AM EST,-,Us-27n,Belle Glade,FL ,33430,26.460802,-80.635080,1.1,66,NW (326°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:08:55 AM EST,-,15548 Us-27n,Belle Glade,FL ,33430,26.473980,-80.645288,1.1,66,NW (325°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:09:55 AM EST,-,13198 Us-27n,Belle Glade,FL ,33430,26.487360,-80.655624,1.1,67,NW (326°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:10:55 AM EST,-,Us-27n,Belle Glade,FL ,33430,26.500358,-80.665712,1.1,65,NW (325°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:11:55 AM EST,-,Us-27n,Belle Glade,FL ,33430,26.513298,-80.675760,1.1,65,NW (325°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:12:55 AM EST,-,Us-27n,Belle Glade,FL ,33430,26.527030,-80.686432,1.2,69,NW (325°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:13:55 AM EST,-,Us-27n,Belle Glade,FL ,33430,26.540258,-80.696792,1.1,66,NW (326°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:14:55 AM EST,-,HM_03_STOP,Belle Glade,FL ,33430,26.551450,-80.705744,1.0,56,NW (324°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:15:55 AM EST,-,Willard Smith Rd,Belle Glade,FL ,33430,26.551630,-80.708904,0.3,13,W (273°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:16:55 AM EST,-,Willard Smith Rd,Belle Glade,FL ,33430,26.551604,-80.714544,0.3,20,W (271°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:17:55 AM EST,-,Willard Smith Rd,Belle Glade,FL ,33430,26.551584,-80.720976,0.4,23,W (271°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:18:55 AM EST,-,Willard Smith Rd,Belle Glade,FL ,33430,26.551536,-80.726624,0.4,21,W (269°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:19:55 AM EST,-,Willard Smith Rd,Belle Glade,FL ,33430,26.551536,-80.731824,0.3,19,W (269°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:20:55 AM EST,-,Willard Smith Rd,Belle Glade,FL ,33430,26.551526,-80.735168,0.2,12,W (266°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:21:55 AM EST,-,R_03,Belle Glade,FL ,33430,26.549506,-80.735240,0.1,8,S (179°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:22:55 AM EST,-,R_03,Belle Glade,FL ,33430,26.548684,-80.736176,0.2,6,W (271°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:23:55 AM EST,-,R_03,Belle Glade,FL ,33430,26.548698,-80.736904,0.0,3,W (287°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:24:55 AM EST,-,R_03,Belle Glade,FL ,33430,26.548698,-80.736904,0.0,0,W (287°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:25:55 AM EST,-,R_03,Belle Glade,FL ,33430,26.548704,-80.736720,0.0,1,SE (130°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:25:58 AM EST,-,R_03,Belle Glade,FL ,33430,26.548704,-80.736720,0.0,0,SE (130°),G----I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:42:17 AM EST,-,R_03,Belle Glade,FL ,33430,26.548734,-80.736448,0.0,0,E (81°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:43:17 AM EST,-,R_03,Belle Glade,FL ,33430,26.547890,-80.735240,0.2,7,S (180°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:44:17 AM EST,-,R_03,Belle Glade,FL ,33430,26.545976,-80.735232,0.1,7,S (179°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:45:17 AM EST,-,R_03,Belle Glade,FL ,33430,26.544152,-80.735008,0.1,7,E (108°),GO-M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:46:17 AM EST,-,R_03,Belle Glade,FL ,33430,26.544014,-80.734680,0.1,4,N (352°),GO-M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:47:17 AM EST,-,R_03,Belle Glade,FL ,33430,26.544052,-80.734680,0.0,0,N (14°),GO-M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:48:17 AM EST,-,R_03,Belle Glade,FL ,33430,26.544052,-80.734680,0.0,0,N (14°),GO-M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:48:41 AM EST,-,R_03,Belle Glade,FL ,33430,26.544054,-80.734680,0.0,0,N (14°),GO---I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:57:37 AM EST,-,R_03,Belle Glade,FL ,33430,26.543916,-80.734904,0.0,0,SW (215°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:58:37 AM EST,-,R_03,Belle Glade,FL ,33430,26.543982,-80.734776,0.0,1,N (353°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,8:59:37 AM EST,-,R_03,Belle Glade,FL ,33430,26.543982,-80.734776,0.0,0,N (353°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:00:37 AM EST,-,R_03,Belle Glade,FL ,33430,26.543980,-80.734776,0.0,0,N (353°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:00:40 AM EST,-,R_03,Belle Glade,FL ,33430,26.543980,-80.734776,0.0,0,N (353°),G----I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:09:36 AM EST,-,R_03,Belle Glade,FL ,33430,26.543980,-80.734968,0.0,1,N (1°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:10:36 AM EST,-,R_03,Belle Glade,FL ,33430,26.545826,-80.735176,0.2,7,N (0°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:11:36 AM EST,-,R_03,Belle Glade,FL ,33430,26.547478,-80.735192,0.1,6,N (357°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:12:36 AM EST,-,R_03,Belle Glade,FL ,33430,26.549284,-80.735224,0.1,7,N (359°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:13:36 AM EST,-,Willard Smith Rd,Belle Glade,FL ,33430,26.551464,-80.735304,0.2,9,N (14°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:14:36 AM EST,-,Willard Smith Rd,Belle Glade,FL ,33430,26.551468,-80.729280,0.4,22,E (90°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:15:36 AM EST,-,Willard Smith Rd,Belle Glade,FL ,33430,26.551492,-80.722000,0.5,27,E (90°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:16:36 AM EST,-,Willard Smith Rd,Belle Glade,FL ,33430,26.551512,-80.715368,0.4,24,E (90°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:17:36 AM EST,-,Willard Smith Rd,Belle Glade,FL ,33430,26.551544,-80.710128,0.3,19,E (88°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:18:36 AM EST,-,HM_03_STOP,Belle Glade,FL ,33430,26.551826,-80.706400,0.3,14,SE (140°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:19:36 AM EST,-,8643 Us-27s,Belle Glade,FL ,33430,26.541748,-80.698416,0.9,51,SE (144°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:20:36 AM EST,-,Us-27s,Belle Glade,FL ,33430,26.529126,-80.688552,1.1,63,SE (145°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:21:36 AM EST,-,Us-27s,Belle Glade,FL ,33430,26.516494,-80.678704,1.1,63,SE (145°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:22:36 AM EST,-,Us-27s,Belle Glade,FL ,33430,26.503820,-80.668896,1.1,63,SE (144°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:23:36 AM EST,-,12531 Us-27s,Belle Glade,FL ,33430,26.491074,-80.658944,1.1,64,SE (145°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:24:36 AM EST,-,12201 Us-27s,Belle Glade,FL ,33430,26.476972,-80.648064,1.2,70,SE (144°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:25:36 AM EST,-,Us-27s,Belle Glade,FL ,33430,26.463082,-80.637304,1.2,69,SE (145°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:26:36 AM EST,-,Us-27s,Belle Glade,FL ,33430,26.449466,-80.626728,1.2,68,SE (145°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:27:36 AM EST,-,Us-27s,Belle Glade,FL ,33430,26.436148,-80.616392,1.1,67,SE (144°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:28:36 AM EST,-,17519 Us-27s,Belle Glade,FL ,33430,26.423032,-80.606136,1.1,66,SE (144°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:29:36 AM EST,-,Us-27s,Belle Glade,FL ,33430,26.408926,-80.595248,1.2,71,SE (144°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:30:36 AM EST,-,Us-27s,Belle Glade,FL ,33430,26.394898,-80.584376,1.2,70,SE (145°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:31:36 AM EST,-,19997 Us-27s,Belle Glade,FL ,33430,26.380838,-80.573512,1.2,70,SE (145°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:32:36 AM EST,-,Us-27s,Belle Glade,FL ,33430,26.366726,-80.562616,1.2,71,SE (145°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:33:36 AM EST,-,Us-27s,Belle Glade,FL ,33430,26.352620,-80.551712,1.2,70,SE (145°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:34:36 AM EST,-,Us-27s,Belle Glade,FL ,33430,26.338506,-80.540824,1.2,71,SE (144°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:35:36 AM EST,-,Us-27s,Fort Lauderdale,FL ,33327,26.324466,-80.529992,1.2,70,SE (145°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:36:36 AM EST,-,Us-27s,Fort Lauderdale,FL ,33327,26.310578,-80.519288,1.2,69,SE (145°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:37:36 AM EST,-,Us-27s,Fort Lauderdale,FL ,33327,26.297454,-80.509184,1.1,65,SE (145°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:38:36 AM EST,-,Us-27s,Fort Lauderdale,FL ,33327,26.284420,-80.499120,1.1,65,SE (145°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:39:36 AM EST,-,Us-27s,Fort Lauderdale,FL ,33327,26.271816,-80.489384,1.1,63,SE (144°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:40:36 AM EST,-,Us-27s,Fort Lauderdale,FL ,33327,26.259258,-80.479664,1.1,63,SE (144°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:41:36 AM EST,-,1095 Us-27s,Fort Lauderdale,FL ,33327,26.246620,-80.469896,1.1,63,SE (144°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:42:36 AM EST,-,1077 Us-27s,Fort Lauderdale,FL ,33327,26.233884,-80.461496,1.0,61,S (169°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:43:36 AM EST,-,1057 Us-27s,Fort Lauderdale,FL ,33327,26.217658,-80.457936,1.1,68,S (169°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:44:36 AM EST,-,HM_02_STOP,Fort Lauderdale,FL ,33327,26.201196,-80.454320,1.2,69,S (169°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:45:36 AM EST,-,1019 Us-27s,Fort Lauderdale,FL ,33327,26.185930,-80.451112,1.1,64,S (169°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:46:36 AM EST,-,1007 Us-27s,Fort Lauderdale,FL ,33327,26.170858,-80.447768,1.1,63,S (169°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:47:36 AM EST,-,Us-27s,Fort Lauderdale,FL ,33327,26.156390,-80.444624,1.1,60,S (170°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:48:36 AM EST,-,Unknown,Weston,FL ,33327,26.144018,-80.442632,0.9,56,E (97°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:49:36 AM EST,-,I-75s,Weston,FL ,33327,26.141006,-80.424584,1.1,68,E (104°),G--M-I--
3/1/2016 12:00 AM to 3/2/2016 12:00 AM,9:50:36 AM EST,-,I-75s,Weston,FL ,33327,26.136940,-80.407712,1.1,65,E (105°),G--M-I--
